stand_number,phase,area_sqm,cost_per_sqm,total_cost
2633,L1,1199.0,15.0,17985
2634,L1,1271.0,15.0,19065
2635,L1,800.0,15.0,12000
2636,L1,800.0,15.0,12000
2637,L1,806.0,15.0,12090
2638,L1,996.0,15.0,14940
2639,L1,800.0,15.0,12000
2640,L1,800.0,15.0,12000
2641,L1,800.0,15.0,12000
2642,L1,800.0,15.0,12000
2643,L1,800.0,15.0,12000
2644,L1,1201.0,15.0,18015
2645,L1,852.0,15.0,12780
2646,L1,800.0,15.0,12000
2647,L1,800.0,15.0,12000
2648,L1,800.0,15.0,12000
2649,L1,800.0,15.0,12000
2650,L1,795.0,15.0,11925
2651,L1,811.0,15.0,12165
2652,L1,975.0,15.0,14625
2653,L1,794.0,15.0,11910
2654,L1,800.0,15.0,12000
2655,L1,796.0,15.0,11940
2656,L1,1199.0,15.0,17985
2657,L1,947.0,15.0,14205
2658,L1,1130.0,15.0,16950
2659,L1,806.0,15.0,12090
2660,L1,800.0,15.0,12000
2661,L1,800.0,15.0,12000
2662,L1,800.0,15.0,12000
2663,L1,800.0,15.0,12000
2664,L1,800.0,15.0,12000
2665,L1,800.0,15.0,12000
2666,L1,795.0,15.0,11925
2667,L1,967.0,15.0,14505
2668,L1,800.0,15.0,12000
2669,L1,800.0,15.0,12000
2670,L1,800.0,15.0,12000
2671,L1,800.0,15.0,12000
2672,L1,803.0,15.0,12045
2673,L1,809.0,15.0,12135
2674,L1,811.0,15.0,12165
2675,L1,809.0,15.0,12135
2676,L1,811.0,15.0,12165
2677,L1,1291.0,15.0,19365
2678,L1,1650.0,15.0,24750
2679,L1,1250.0,15.0,18750
2680,L1,1677.0,15.0,25155
2681,L1,1409.0,15.0,21135
2682,L1,1250.0,15.0,18750
2683,L1,1250.0,15.0,18750
2684,L1,1250.0,15.0,18750
2685,L1,1250.0,15.0,18750
2686,L1,1250.0,15.0,18750
2687,L1,1250.0,15.0,18750
2688,L1,1250.0,15.0,18750
2689,L1,1250.0,15.0,18750
2690,L1,1250.0,15.0,18750
2691,L1,1250.0,15.0,18750
2692,L1,1250.0,15.0,18750
2693,L1,1119.0,15.0,16785
2694,L1,1284.0,15.0,19260
2695,L1,1200.0,15.0,18000
2696,L1,1200.0,15.0,18000
2697,L1,1200.0,15.0,18000
2698,L1,1200.0,15.0,18000
2699,L1,1200.0,15.0,18000
2700,L1,1200.0,15.0,18000
2701,L1,1200.0,15.0,18000
2702,L1,1172.0,15.0,17580
2703,L1,1093.0,15.0,16395
2704,L1,1200.0,15.0,18000
2705,L1,1200.0,15.0,18000
2706,L1,1200.0,15.0,18000
2707,L1,1200.0,15.0,18000
2708,L1,1200.0,15.0,18000
2709,L1,1200.0,15.0,18000
2710,L1,1200.0,15.0,18000
2711,L1,1284.0,15.0,19260
2712,L1,1286.0,15.0,19290
2713,L1,1255.0,15.0,18825
2714,L1,1256.0,15.0,18840
2715,L1,1552.0,15.0,23280
2716,L1,1894.0,15.0,28410
2717,L1,1200.0,15.0,18000
2718,L1,1200.0,15.0,18000
2719,L1,1200.0,15.0,18000
2720,L1,1200.0,15.0,18000
2721,L1,1200.0,15.0,18000
2722,L1,1200.0,15.0,18000
2723,L1,1200.0,15.0,18000
2724,L1,1200.0,15.0,18000
2725,L1,1200.0,15.0,18000
2726,L1,1200.0,15.0,18000
2727,L1,1200.0,15.0,18000
2728,L1,1200.0,15.0,18000
2729,L1,2750.0,15.0,41250
2730,L1,1200.0,15.0,18000
2731,L1,1200.0,15.0,18000
2732,L1,1200.0,15.0,18000
2733,L1,1200.0,15.0,18000
2734,L1,1200.0,15.0,18000
2735,L1,1200.0,15.0,18000
2736,L1,1200.0,15.0,18000
2737,L1,1200.0,15.0,18000
2738,L1,1200.0,15.0,18000
2739,L1,1200.0,15.0,18000
2740,L1,1200.0,15.0,18000
2741,L1,1200.0,15.0,18000
2742,L1,1200.0,15.0,18000
2743,L1,1200.0,15.0,18000
2744,L1,1200.0,15.0,18000
2745,L1,1200.0,15.0,18000
2746,L1,1200.0,15.0,18000
2747,L1,1444.0,15.0,21660
2748,L1,1261.0,15.0,18915
2749,L1,1529.0,15.0,22935
2750,L1,1364.0,15.0,20460
2751,L1,1284.0,15.0,19260
2752,J,3100.0,15.0,46500
2753,J,2250.0,15.0,33750
2754,J,2578.0,15.0,38670
2755,J,2033.0,15.0,30495
2756,J,2003.0,15.0,30045
2757,J,1772.0,15.0,26580
2758,J,2323.0,15.0,34845
2759,J,2000.0,15.0,30000
2760,J,1982.0,15.0,29730
2761,J,1981.0,15.0,29715
2762,J,1995.0,15.0,29925
2763,J,1794.0,15.0,26910
2764,J,1926.0,15.0,28890
2765,J,2000.0,15.0,30000
2766,J,2140.0,15.0,32100
2767,J,2025.0,15.0,30375
2768,J,2848.0,15.0,42720
2769,J,3401.0,15.0,51015
2770,J,2395.0,15.0,35925
2771,J,1979.0,15.0,29685
2772,J,1652.0,15.0,24780
2773,J,2402.0,15.0,36030
2774,J,1982.0,15.0,29730
2775,J,1983.0,15.0,29745
2776,J,1397.0,15.0,20955
2777,J,2004.0,15.0,30060
2778,J,2066.0,15.0,30990
2779,J,2073.0,15.0,31095
2780,J,1961.0,15.0,29415
2781,J,1929.0,15.0,28935
2782,J,2000.0,15.0,30000
2783,J,2005.0,15.0,30075
2784,J,2407.0,15.0,36105
2785,J,2053.0,15.0,30795
2786,J,2000.0,15.0,30000
2787,J,2178.0,15.0,32670
2788,J,2378.0,15.0,35670
2789,J,2000.0,15.0,30000
2790,J,2127.0,15.0,31905
2791,J,1800.0,15.0,27000
2792,J,1800.0,15.0,27000
2793,J,1934.0,15.0,29010
2794,J,1613.0,15.0,24195
2795,J,1750.0,15.0,26250
2796,J,1937.0,15.0,29055
2797,J,2000.0,15.0,30000
2798,J,2146.0,15.0,32190
2799,J,2374.0,15.0,35610
2800,J,2000.0,15.0,30000
2801,J,3270.0,15.0,49050
2802,J,1758.0,15.0,26370
2803,J,1856.0,15.0,27840
2804,J,1841.0,15.0,27615
2805,J,1887.0,15.0,28305
2806,J,2151.0,15.0,32265
2807,J,2000.0,15.0,30000
2808,J,2000.0,15.0,30000
2809,J,2000.0,15.0,30000
2810,J,2000.0,15.0,30000
2811,J,2976.0,15.0,44640
2812,J,2454.0,15.0,36810
2813,J,2160.0,15.0,32400
2814,J,1785.0,15.0,26775
2815,J,2000.0,15.0,30000
2816,J,2000.0,15.0,30000
2817,J,2000.0,15.0,30000
2818,J,2000.0,15.0,30000
2819,J,2000.0,15.0,30000
2820,J,2145.0,15.0,32175
2821,J,1568.0,15.0,23520
2822,J,2429.0,15.0,36435
2823,J,1993.0,15.0,29895
2824,J,2000.0,15.0,30000
2825,J,2000.0,15.0,30000
2826,J,2011.0,15.0,30165
2827,J,2370.0,15.0,35550
2828,J,1873.0,15.0,28095
2829,J,2000.0,15.0,30000
2830,J,2000.0,15.0,30000
2831,J,2000.0,15.0,30000
2832,J,2000.0,15.0,30000
2833,J,1792.0,15.0,26880
2834,J,2105.0,15.0,31575
2835,J,2446.0,15.0,36690
2836,J,2105.0,15.0,31575
2837,J,1997.0,15.0,29955
2838,J,1996.0,15.0,29940
2839,J,1996.0,15.0,29940
2840,J,1996.0,15.0,29940
2841,J,2614.0,15.0,39210
2842,J,2089.0,15.0,31335
2843,J,1995.0,15.0,29925
2844,J,1995.0,15.0,29925
2845,J,1995.0,15.0,29925
2846,J,2151.0,15.0,32265
2847,J,1968.0,15.0,29520
2848,J,2068.0,15.0,31020
2849,J,1996.0,15.0,29940
2850,J,1996.0,15.0,29940
2851,J,2366.0,15.0,35490
2852,J,2793.0,15.0,41895
2853,J,2346.0,15.0,35190
2854,J,2138.0,15.0,32070
2855,J,2003.0,15.0,30045
2856,J,2000.0,15.0,30000
2857,J,1983.0,15.0,29745
2858,J,2010.0,15.0,30150
2859,J,2405.0,15.0,36075
2860,J,2015.0,15.0,30225
2861,J,2135.0,15.0,32025
2862,J,2018.0,15.0,30270
2863,J,2008.0,15.0,30120
2864,J,2005.0,15.0,30075
2865,J,2256.0,15.0,33840
2866,J,1678.0,15.0,25170
2867,J,1599.0,15.0,23985
2868,J,1598.0,15.0,23970
2869,J,1598.0,15.0,23970
2870,J,1592.0,15.0,23880
2871,J,1592.0,15.0,23880
2872,J,1592.0,15.0,23880
2873,J,1592.0,15.0,23880
2874,J,1592.0,15.0,23880
2875,J,1592.0,15.0,23880
2876,J,1592.0,15.0,23880
2877,J,1592.0,15.0,23880
2878,J,2131.0,15.0,31965
2879,J,1748.0,15.0,26220
2880,J,2050.0,15.0,30750
2881,J,2076.0,15.0,31140
2882,J,1934.0,15.0,29010
2883,J,2098.0,15.0,31470
2884,J,1934.0,15.0,29010
2885,J,1934.0,15.0,29010
2886,J,1934.0,15.0,29010
2887,J,1934.0,15.0,29010
2888,J,1916.0,15.0,28740
2889,J,1919.0,15.0,28785
2890,J,1934.0,15.0,29010
2891,J,1934.0,15.0,29010
2892,J,1935.0,15.0,29025
2893,J,2372.0,15.0,35580
2894,J,2272.0,15.0,34080
2895,J,2699.0,15.0,40485
2896,J,2000.0,15.0,30000
2897,J,2267.0,15.0,34005
2898,J,2000.0,15.0,30000
2899,J,2000.0,15.0,30000
2900,J,2000.0,15.0,30000
2901,J,2218.0,15.0,33270
2902,J,2000.0,15.0,30000
2903,J,2000.0,15.0,30000
2904,J,2000.0,15.0,30000
2905,J,1764.0,15.0,26460
2906,J,2036.0,15.0,30540
2907,J,1750.0,15.0,26250
2908,J,1750.0,15.0,26250
2909,J,1746.0,15.0,26190
2910,J,2321.0,15.0,34815
2911,J,1811.0,15.0,27165
2912,J,1982.0,15.0,29730
2913,J,1977.0,15.0,29655
2914,J,1837.0,15.0,27555
2915,J,1759.0,15.0,26385
2916,J,1750.0,15.0,26250
2917,J,1750.0,15.0,26250
2918,J,2142.0,15.0,32130
2919,J,2168.0,15.0,32520
2920,J,2000.0,15.0,30000
2921,J,2000.0,15.0,30000
2922,J,3255.0,15.0,48825
2923,J,2766.0,15.0,41490
2924,J,3166.0,15.0,47490
2925,J,3354.0,15.0,50310
2926,K,2074.0,15.0,31110
2927,K,2000.0,15.0,30000
2928,K,2000.0,15.0,30000
2929,K,2000.0,15.0,30000
2930,K,2000.0,15.0,30000
2931,K,1966.0,15.0,29490
2932,K,1977.0,15.0,29655
2933,K,2000.0,15.0,30000
2934,K,2000.0,15.0,30000
2935,K,2000.0,15.0,30000
2936,K,2000.0,15.0,30000
2937,K,2092.0,15.0,31380
2938,K,1977.0,15.0,29655
2939,K,2000.0,15.0,30000
2940,K,2000.0,15.0,30000
2941,K,2000.0,15.0,30000
2942,K,2000.0,15.0,30000
2943,K,2092.0,15.0,31380
2944,K,2086.0,15.0,31290
2945,K,2000.0,15.0,30000
2946,K,2000.0,15.0,30000
2947,K,2000.0,15.0,30000
2948,K,2000.0,15.0,30000
2949,K,1971.0,15.0,29565
2950,K,2310.0,15.0,34650
2951,K,2000.0,15.0,30000
2952,K,2000.0,15.0,30000
2953,K,2000.0,15.0,30000
2954,K,1432.0,15.0,21480
2955,K,1594.0,15.0,23910
2956,K,1866.0,15.0,27990
2957,K,2185.0,15.0,32775
2958,K,1898.0,15.0,28470
2959,K,1898.0,15.0,28470
2960,K,2211.0,15.0,33165
2961,K,2475.0,15.0,37125
2962,K,1559.0,15.0,23385
2963,K,1558.0,15.0,23370
2964,K,1895.0,15.0,28425
2965,K,1894.0,15.0,28410
2966,K,2017.0,15.0,30255
2967,K,2127.0,15.0,31905
2968,K,2436.0,15.0,36540
2969,K,2000.0,15.0,30000
2970,K,2000.0,15.0,30000
2971,K,2000.0,15.0,30000
2972,K,2000.0,15.0,30000
2973,K,1964.0,15.0,29460
2974,K,1986.0,15.0,29790
2975,K,2004.0,15.0,30060
2976,K,2004.0,15.0,30060
2977,K,2004.0,15.0,30060
2978,K,2004.0,15.0,30060
2979,K,2594.0,15.0,38910
2980,K,2829.0,15.0,42435
2981,K,2000.0,15.0,30000
2982,K,2000.0,15.0,30000
2983,K,2000.0,15.0,30000
2984,K,1982.0,15.0,29730
2985,K,2096.0,15.0,31440
2986,K,2000.0,15.0,30000
2987,K,1668.0,15.0,25020
2988,K,2948.0,15.0,44220
2989,K,2125.0,15.0,31875
2990,K,2000.0,15.0,30000
2991,K,2000.0,15.0,30000
2992,K,3768.0,15.0,56520
2993,K,2598.0,15.0,38970
2994,K,1880.0,15.0,28200
2995,K,1880.0,15.0,28200
2996,K,1880.0,15.0,28200
2997,K,1880.0,15.0,28200
2998,K,1880.0,15.0,28200
2999,K,2818.0,15.0,42270
3000,K,2361.0,15.0,35415
3001,K,1285.0,15.0,19275
3002,K,1855.0,15.0,27825
3003,K,1804.0,15.0,27060
3004,K,2004.0,15.0,30060
3005,K,2000.0,15.0,30000
3006,K,2000.0,15.0,30000
3007,K,2000.0,15.0,30000
3008,K,2000.0,15.0,30000
3009,K,2000.0,15.0,30000
3010,K,2000.0,15.0,30000
3011,K,2000.0,15.0,30000
3012,K,2000.0,15.0,30000
3013,K,1899.0,15.0,28485
3014,K,1902.0,15.0,28530
3015,K,1900.0,15.0,28500
3016,K,1899.0,15.0,28485
3017,K,2066.0,15.0,30990
3018,K,2068.0,15.0,31020
3019,K,1900.0,15.0,28500
3020,K,1901.0,15.0,28515
3021,K,1895.0,15.0,28425
3022,K,1897.0,15.0,28455
3023,K,1990.0,15.0,29850
3024,K,1995.0,15.0,29925
3025,K,1995.0,15.0,29925
3026,K,1995.0,15.0,29925
3027,K,1994.0,15.0,29910
3028,K,1994.0,15.0,29910
3029,K,1994.0,15.0,29910
3030,K,1993.0,15.0,29895
3031,K,2003.0,15.0,30045
3032,K,3676.0,15.0,55140
3033,K,2255.0,15.0,33825
3034,K,1794.0,15.0,26910
3035,K,1795.0,15.0,26925
3036,K,1897.0,15.0,28455
3037,K,1899.0,15.0,28485
3038,K,1900.0,15.0,28500
3039,K,1901.0,15.0,28515
3040,K,2003.0,15.0,30045
3041,K,2002.0,15.0,30030
3042,K,2003.0,15.0,30045
3043,K,2001.0,15.0,30015
3044,K,2002.0,15.0,30030
3045,K,2003.0,15.0,30045
3046,K,2003.0,15.0,30045
3047,K,2110.0,15.0,31650
3048,K,2085.0,15.0,31275
3049,K,1983.0,15.0,29745
3050,K,1985.0,15.0,29775
3051,K,1986.0,15.0,29790
3052,K,1987.0,15.0,29805
3053,K,1988.0,15.0,29820
3054,K,1989.0,15.0,29835
3055,K,1990.0,15.0,29850
3056,K,1891.0,15.0,28365
3057,K,1892.0,15.0,28380
3058,K,1893.0,15.0,28395
3059,K,1894.0,15.0,28410
3060,K,1798.0,15.0,26970
3061,K,1796.0,15.0,26940
3062,K,2057.0,15.0,30855
3063,Q,1641.0,15.0,24615
3064,Q,2000.0,15.0,30000
3065,Q,2000.0,15.0,30000
3066,Q,2000.0,15.0,30000
3067,Q,2000.0,15.0,30000
3068,Q,1998.0,15.0,29970
3069,Q,1977.0,15.0,29655
3070,Q,1982.0,15.0,29730
3071,Q,2000.0,15.0,30000
3072,Q,2000.0,15.0,30000
3073,Q,2000.0,15.0,30000
3074,Q,2000.0,15.0,30000
3075,Q,2000.0,15.0,30000
3076,Q,1622.0,15.0,24330
3077,Q,1595.0,15.0,23925
3078,Q,2000.0,15.0,30000
3079,Q,2000.0,15.0,30000
3080,Q,2000.0,15.0,30000
3081,Q,2000.0,15.0,30000
3082,Q,2000.0,15.0,30000
3083,Q,2093.0,15.0,31395
3084,Q,3288.0,15.0,49320
3085,Q,2491.0,15.0,37365
3086,Q,2514.0,15.0,37710
3087,Q,2514.0,15.0,37710
3088,Q,2514.0,15.0,37710
3089,Q,2514.0,15.0,37710
3090,Q,3016.0,15.0,45240
3091,Q,3424.0,15.0,51360
3092,Q,2302.0,15.0,34530
3093,Q,2470.0,15.0,37050
3094,Q,2382.0,15.0,35730
3095,Q,2676.0,15.0,40140
3096,Q,2971.0,15.0,44565
3097,Q,3265.0,15.0,48975
3098,Q,3542.0,15.0,53130
3099,O,3135.0,15.0,47025
3100,O,2000.0,15.0,30000
3101,O,2000.0,15.0,30000
3102,O,2000.0,15.0,30000
3103,O,2118.0,15.0,31770
3104,O,2000.0,15.0,30000
3105,O,2000.0,15.0,30000
3106,O,2000.0,15.0,30000
3107,O,2000.0,15.0,30000
3108,O,2000.0,15.0,30000
3109,O,2000.0,15.0,30000
3110,O,2079.0,15.0,31185
3111,O,2000.0,15.0,30000
3112,O,2000.0,15.0,30000
3113,O,2243.0,15.0,33645
3114,O,2000.0,15.0,30000
3115,O,2000.0,15.0,30000
3116,O,2000.0,15.0,30000
3117,O,2000.0,15.0,30000
3118,O,2000.0,15.0,30000
3119,O,2000.0,15.0,30000
3120,O,2000.0,15.0,30000
3121,O,1972.0,15.0,29580
3122,A,1972.0,15.0,29580
3123,A,1251.0,15.0,18765
3124,A,1250.0,15.0,18750
3125,A,1250.0,15.0,18750
3126,A,1390.0,15.0,20850
3127,A,1250.0,15.0,18750
3128,A,1250.0,15.0,18750
3129,A,1250.0,15.0,18750
3130,A,1250.0,15.0,18750
3131,A,1250.0,15.0,18750
3132,A,1463.0,15.0,21945
3133,A,1594.0,15.0,23910
3134,A,1500.0,15.0,22500
3135,A,1500.0,15.0,22500
3136,A,1500.0,15.0,22500
3137,A,1500.0,15.0,22500
3138,A,1500.0,15.0,22500
3139,A,1500.0,15.0,22500
3140,A,1500.0,15.0,22500
3142,A,1500.0,15.0,22500
3143,A,1500.0,15.0,22500
3144,A,1501.0,15.0,22515
3145,A,2439.0,15.0,36585
3146,A,1500.0,15.0,22500
3147,A,1500.0,15.0,22500
3148,A,1500.0,15.0,22500
3149,A,1664.0,15.0,24960
3150,A,2105.0,15.0,31575
3151,A,1791.0,15.0,26865
3152,A,1502.0,15.0,22530
3153,A,1501.0,15.0,22515
3154,A,1500.0,15.0,22500
3155,A,1500.0,15.0,22500
3156,A,2006.0,15.0,30090
3157,A,1500.0,15.0,22500
3158,A,1500.0,15.0,22500
3159,A,1500.0,15.0,22500
3160,A,1500.0,15.0,22500
3161,A,1500.0,15.0,22500
3162,A,1500.0,15.0,22500
3163,A,1500.0,15.0,22500
3164,A,1500.0,15.0,22500
3165,A,1500.0,15.0,22500
3166,A,1500.0,15.0,22500
3167,A,1500.0,15.0,22500
3168,A,2582.0,15.0,38730
3169,A,1493.0,15.0,22395
3170,A,1514.0,15.0,22710
3171,A,1500.0,15.0,22500
3172,A,1497.0,15.0,22455
3173,A,1499.0,15.0,22485
3174,A,1486.0,15.0,22290
3175,A,1485.0,15.0,22275
3176,A,1753.0,15.0,26295
3177,A,2132.0,15.0,31980
3178,A,1506.0,15.0,22590
3179,A,1500.0,15.0,22500
3180,A,1500.0,15.0,22500
3181,A,1500.0,15.0,22500
3182,A,1815.0,15.0,27225
3183,A,1513.0,15.0,22695
3184,A,1510.0,15.0,22650
3185,A,1509.0,15.0,22635
3186,A,1503.0,15.0,22545
3187,A,1500.0,15.0,22500
3188,A,1500.0,15.0,22500
3189,A,1500.0,15.0,22500
3190,A,1500.0,15.0,22500
3191,A,1500.0,15.0,22500
3192,A,1500.0,15.0,22500
3193,A,1497.0,15.0,22455
3194,A,1502.0,15.0,22530
3195,A,1677.0,15.0,25155
3196,A,1500.0,15.0,22500
3197,A,1500.0,15.0,22500
3198,A,1500.0,15.0,22500
3199,A,1500.0,15.0,22500
3200,A,2609.0,15.0,39135
3201,A,3017.0,15.0,45255
3202,A,3510.0,15.0,52650
3203,A,2000.0,15.0,30000
3204,A,2000.0,15.0,30000
3205,A,2000.0,15.0,30000
3206,A,2000.0,15.0,30000
3207,A,2374.0,15.0,35610
3208,A,2004.0,15.0,30060
3209,A,2004.0,15.0,30060
3210,A,2004.0,15.0,30060
3211,A,2004.0,15.0,30060
3212,A,2004.0,15.0,30060
3213,A,2004.0,15.0,30060
3214,A,2004.0,15.0,30060
3215,A,2004.0,15.0,30060
3216,A,2004.0,15.0,30060
3217,A,2033.0,15.0,30495
3218,A,2879.0,15.0,43185
3219,A,2090.0,15.0,31350
3220,A,2033.0,15.0,30495
3221,A,2000.0,15.0,30000
3222,A,2000.0,15.0,30000
3223,A,2000.0,15.0,30000
3224,A,2000.0,15.0,30000
3225,A,2000.0,15.0,30000
3226,A,2000.0,15.0,30000
3227,A,2000.0,15.0,30000
3228,A,2000.0,15.0,30000
3229,A,2000.0,15.0,30000
3230,A,1859.0,15.0,27885
3231,A,2000.0,15.0,30000
3232,A,2000.0,15.0,30000
3233,A,2000.0,15.0,30000
3234,A,2000.0,15.0,30000
3235,A,2000.0,15.0,30000
3236,A,2934.0,15.0,44010
3237,A,2381.0,15.0,35715
3238,A,2005.0,15.0,30075
3239,A,1977.0,15.0,29655
3240,A,1990.0,15.0,29850
3241,A,2009.0,15.0,30135
3242,A,2306.0,15.0,34590
3243,A,2163.0,15.0,32445
3244,A,2000.0,15.0,30000
3245,A,2000.0,15.0,30000
3246,A,2031.0,15.0,30465
3247,A,2031.0,15.0,30465
3248,A,2000.0,15.0,30000
3249,A,2000.0,15.0,30000
3250,A,2031.0,15.0,30465
3251,A,2031.0,15.0,30465
3252,A,2031.0,15.0,30465
3253,A,2000.0,15.0,30000
3254,A,2000.0,15.0,30000
3255,A,2000.0,15.0,30000
3256,A,2000.0,15.0,30000
3257,A,3316.0,15.0,49740
3258,A,2688.0,15.0,40320
3259,A,1984.0,15.0,29760
3260,A,1995.0,15.0,29925
3261,A,2004.0,15.0,30060
3262,A,1995.0,15.0,29925
3263,A,1995.0,15.0,29925
3264,A,1995.0,15.0,29925
3265,A,1995.0,15.0,29925
3266,A,1995.0,15.0,29925
3267,A,1995.0,15.0,29925
3268,A,2000.0,15.0,30000
3269,A,2000.0,15.0,30000
3270,A,2927.0,15.0,43905
3271,A,2778.0,15.0,41670
3272,A,3278.0,15.0,49170
3273,A,1935.0,15.0,29025
3274,A,2000.0,15.0,30000
3275,A,1993.0,15.0,29895
3276,A,2000.0,15.0,30000
3277,A,3278.0,15.0,49170
3278,A,1994.0,15.0,29910
3279,A,1996.0,15.0,29940
3280,A,1851.0,15.0,27765
3281,A,4575.0,15.0,68625
3282,A,1212.0,15.0,18180
3283,A,2006.0,15.0,30090
3284,A,2100.0,15.0,31500
3285,A,2357.0,15.0,35355
3286,A,2354.0,15.0,35310
3287,A,1840.0,15.0,27600
3288,A,1848.0,15.0,27720
3289,A,2488.0,15.0,37320
3290,A,1976.0,15.0,29640
3291,A,2002.0,15.0,30030
3292,A,2002.0,15.0,30030
3293,A,2002.0,15.0,30030
3294,A,2002.0,15.0,30030
3295,A,2000.0,15.0,30000
3296,A,1988.0,15.0,29820
3297,A,2005.0,15.0,30075
3298,A,2977.0,15.0,44655
3299,A,2067.0,15.0,31005
3300,A,2152.0,15.0,32280
3301,A,2173.0,15.0,32595
3302,A,1708.0,15.0,25620
3303,A,1700.0,15.0,25500
3304,A,1700.0,15.0,25500
3305,A,1700.0,15.0,25500
3306,A,1700.0,15.0,25500
3307,A,1700.0,15.0,25500
3308,A,1700.0,15.0,25500
3309,A,1700.0,15.0,25500
3310,A,3064.0,15.0,45960
3311,B,1742.0,15.0,26130
3312,B,1150.0,15.0,17250
3313,B,1150.0,15.0,17250
3314,B,1150.0,15.0,17250
3315,B,1150.0,15.0,17250
3316,B,1150.0,15.0,17250
3317,B,1201.0,15.0,18015
3318,B,1425.0,15.0,21375
3319,B,1150.0,15.0,17250
3320,B,1150.0,15.0,17250
3321,B,1150.0,15.0,17250
3322,B,1150.0,15.0,17250
3323,B,1150.0,15.0,17250
3324,B,1517.0,15.0,22755
3325,B,1361.0,15.0,20415
3326,B,1150.0,15.0,17250
3327,B,1150.0,15.0,17250
3328,B,1150.0,15.0,17250
3329,B,1150.0,15.0,17250
3330,B,1150.0,15.0,17250
3331,B,1625.0,15.0,24375
3332,B,1356.0,15.0,20340
3333,B,1644.0,15.0,24660
3334,B,1644.0,15.0,24660
3335,B,1644.0,15.0,24660
3336,B,1644.0,15.0,24660
3337,B,1644.0,15.0,24660
3338,B,1644.0,15.0,24660
3339,B,1644.0,15.0,24660
3340,B,1644.0,15.0,24660
3341,B,1644.0,15.0,24660
3342,B,1644.0,15.0,24660
3343,B,1644.0,15.0,24660
3344,B,1644.0,15.0,24660
3345,B,1644.0,15.0,24660
3346,B,1644.0,15.0,24660
3347,B,1469.0,15.0,22035
3348,B,1356.0,15.0,20340
3349,B,1200.0,15.0,18000
3350,B,1200.0,15.0,18000
3351,B,1200.0,15.0,18000
3352,B,1200.0,15.0,18000
3353,B,1200.0,15.0,18000
3354,B,1200.0,15.0,18000
3355,B,1200.0,15.0,18000
3356,B,1200.0,15.0,18000
3357,B,1200.0,15.0,18000
3358,B,1200.0,15.0,18000
3359,B,1200.0,15.0,18000
3360,B,1200.0,15.0,18000
3361,B,1200.0,15.0,18000
3362,B,1200.0,15.0,18000
3363,B,1545.0,15.0,23175
3364,B,1826.0,15.0,27390
3365,B,1200.0,15.0,18000
3366,B,1200.0,15.0,18000
3367,B,1200.0,15.0,18000
3368,B,1200.0,15.0,18000
3369,B,1200.0,15.0,18000
3370,B,1200.0,15.0,18000
3371,B,1200.0,15.0,18000
3372,B,1200.0,15.0,18000
3373,B,1200.0,15.0,18000
3374,B,1200.0,15.0,18000
3375,B,1200.0,15.0,18000
3376,B,1200.0,15.0,18000
3377,B,1200.0,15.0,18000
3378,B,1200.0,15.0,18000
3379,B,1200.0,15.0,18000
3380,B,1200.0,15.0,18000
3381,B,1200.0,15.0,18000
3382,B,1405.0,15.0,21075
3383,B,1188.0,15.0,17820
3384,B,1191.0,15.0,17865
3385,B,2158.0,15.0,32370
3386,B,2162.0,15.0,32430
3387,B,1191.0,15.0,17865
3388,B,1030.0,15.0,15450
3389,B,1427.0,15.0,21405
3390,B,1200.0,15.0,18000
3391,B,1200.0,15.0,18000
3392,B,1200.0,15.0,18000
3393,B,1200.0,15.0,18000
3394,B,1200.0,15.0,18000
3395,B,1200.0,15.0,18000
3396,B,1200.0,15.0,18000
3397,B,1200.0,15.0,18000
3398,B,1200.0,15.0,18000
3399,B,1200.0,15.0,18000
3400,B,1200.0,15.0,18000
3401,B,1200.0,15.0,18000
3402,B,1200.0,15.0,18000
3403,B,1200.0,15.0,18000
3404,B,1200.0,15.0,18000
3405,B,1200.0,15.0,18000
3406,B,2016.0,15.0,30240
3407,B,1045.0,15.0,15675
3408,B,1200.0,15.0,18000
3409,B,1200.0,15.0,18000
3410,B,1200.0,15.0,18000
3411,B,1200.0,15.0,18000
3412,B,1200.0,15.0,18000
3413,B,1200.0,15.0,18000
3414,B,1200.0,15.0,18000
3415,B,1200.0,15.0,18000
3416,B,1200.0,15.0,18000
3417,B,1200.0,15.0,18000
3418,B,1200.0,15.0,18000
3419,B,1200.0,15.0,18000
3420,B,1200.0,15.0,18000
3421,B,1200.0,15.0,18000
3422,B,1200.0,15.0,18000
3423,B,1200.0,15.0,18000
3424,B,1200.0,15.0,18000
3425,B,1620.0,15.0,24300
3426,B,1200.0,15.0,18000
3427,B,1331.0,15.0,19965
3428,B,1292.0,15.0,19380
3429,B,1188.0,15.0,17820
3430,B,1474.0,15.0,22110
3431,B,1200.0,15.0,18000
3432,B,1200.0,15.0,18000
3433,B,1200.0,15.0,18000
3434,B,1200.0,15.0,18000
3435,B,1200.0,15.0,18000
3436,B,1200.0,15.0,18000
3437,B,1200.0,15.0,18000
3438,B,1200.0,15.0,18000
3439,B,1200.0,15.0,18000
3440,B,1200.0,15.0,18000
3441,B,1200.0,15.0,18000
3442,B,1200.0,15.0,18000
3443,B,1200.0,15.0,18000
3444,B,1200.0,15.0,18000
3445,B,1200.0,15.0,18000
3446,B,1200.0,15.0,18000
3447,B,1228.0,15.0,18420
3448,B,2343.0,15.0,35145
